pages,publication,dow,week,year,adverts,volume
40,NEWS,5,38,2021,38,2355
48,NEWS,4,38,2021,43,2967
40,NEWS,3,38,2021,40,1825
40,NEWS,2,38,2021,39,1958
40,NEWS,1,38,2021,38,1966
56,BWM,2,38,2021,94,3732
64,NE,6,39,2021,74,5071
72,NE,5,39,2021,83,6816
64,NE,4,39,2021,73,4979
56,NE,3,39,2021,73,4113
48,NE,2,39,2021,54,1952
48,NE,1,39,2021,45,1981
64,DU,4,39,2021,66,5317
96,DS,5,39,2021,139,10405
56,BNE,6,39,2021,75,3309
40,BNE,5,39,2021,85,4133
40,BNE,4,39,2021,81,2606
40,BNE,3,39,2021,75,2569
40,BNE,2,39,2021,68,2270
40,BNE,1,39,2021,70,2437
48,OLT,4,39,2021,56,2816
56,LTE,6,39,2021,60,2697
40,LTE,5,39,2021,72,3874
40,LTE,4,39,2021,67,2833
40,LTE,3,39,2021,59,2317
40,LTE,2,39,2021,60,2196
40,LTE,1,39,2021,56,1935
32,BRA,6,39,2021,36,2075
48,BRA,5,39,2021,49,2761
40,BRA,4,39,2021,53,4778
40,BRA,3,39,2021,32,3056
48,BRA,2,39,2021,36,2300
48,BRA,1,39,2021,36,2564
56,CEG,5,38,2021,61,3046
40,CEG,4,38,2021,44,2833
32,CEG,3,38,2021,41,1890
32,CEG,2,38,2021,35,2132
32,CEG,1,38,2021,37,1421
64,BEC,5,38,2021,131,7668
52,BEC,4,38,2021,107,6041
40,BEC,3,38,2021,87,4046
40,BEC,2,38,2021,91,3816
40,BEC,1,38,2021,83,3615
64,RJO,3,39,2021,156,7009
48,TLE,5,39,2021,77,4005
40,TLE,4,39,2021,73,3922
40,TLE,3,39,2021,62,2987
40,TLE,2,39,2021,65,3091
40,TLE,1,39,2021,65,2622
40,WN,6,39,2021,46,2389
40,WN,5,39,2021,60,3051
40,WN,4,39,2021,63,4230
32,WN,3,39,2021,61,2664
32,WN,2,39,2021,43,1843
32,WN,1,39,2021,41,1862
64,WGH,4,39,2021,112,9372
72,WIT,5,39,2021,98,10149
40,WIG,3,39,2021,60,6515
40,OHS,3,39,2021,58,4845
32,BIA,4,39,2021,47,5307
48,OXM,6,39,2021,31,3057
40,OXM,5,39,2021,41,5254
32,OXM,4,39,2021,41,3706
32,OXM,3,39,2021,28,2624
32,OXM,2,39,2021,31,2607
32,OXM,1,39,2021,29,2027
64,SDE,6,39,2021,94,4359
40,SDE,5,39,2021,112,5244
48,SDE,4,39,2021,104,5463
48,SDE,3,39,2021,86,4175
40,SDE,2,39,2021,80,3609
40,SDE,1,39,2021,89,3583
32,SWW,4,38,2021,107,5156
72,SAJ,4,38,2021,115,6817
48,BRI,4,38,2021,97,6194
56,DOR,6,38,2021,123,4607
40,DOR,5,38,2021,122,4155
40,DOR,4,38,2021,102,4394
40,DOR,3,38,2021,107,3064
40,DOR,2,38,2021,96,2803
40,DOR,1,38,2021,95,3016
72,BDE,6,38,2021,173,4972
48,BDE,5,38,2021,198,5542
48,BDE,4,38,2021,168,5592
48,BDE,3,38,2021,174,3600
40,BDE,2,38,2021,166,3556
40,BDE,1,38,2021,173,3526
32,SWA,6,39,2021,49,3294
40,SWA,5,39,2021,75,5716
40,SWA,4,39,2021,65,4613
44,SWA,3,39,2021,52,4420
32,SWA,2,39,2021,41,2326
32,SWA,1,39,2021,39,2348
64,TMAI,6,38,2021,55,3883
32,SGA,6,37,2021,20,1109
40,TMAI,5,38,2021,42,2287
48,TMAI,4,38,2021,50,3384
40,TMAI,3,38,2021,43,2196
40,TMAI,2,38,2021,37,1670
40,TMAI,1,38,2021,37,1711
80,TIME,4,38,2021,73,4959
96,MEND,4,37,2021,2,20
32,LMI,5,38,2021,36,2177
32,VAD,5,38,2021,38,2076
32,STA,5,38,2021,39,2218
4,SLOW WRAP,5,37,2021,4,1049
4,SLO WRAP,5,37,2021,4,1049
24,BRA STVS,6,38,2021,1,287
64,CO,4,38,2021,2,127
64,CR,4,38,2021,2,127
40,BRDO,3,37,2021,2,71
56,GY,4,37,2021,1,44
56,GT,4,37,2021,1,44
72,HMA,6,37,2021,11,1131
40,SLO,5,38,2021,59,4528
72,BFP,5,38,2021,92,6969
72,REC,4,38,2021,99,6456
44,BKN,3,38,2021,62,4048
24,BAW,2,49,2021,13,983
8,WN WNSP,4,37,2021,16,2291
8,TWN TWNS,3,37,2021,6,968
40,BWTH,4,37,2021,15,1862
40,BWTM,4,37,2021,13,1251
48,HL,4,37,2021,4,163
56,ECS,5,37,2021,82,5467
96,IOW,5,38,2021,234,8911
32,BBT,4,37,2021,118,5874
56,WAO,5,37,2021,119,5653
40,BWT,4,37,2021,72,3076
48,CFG,4,37,2021,83,5066
8,MG MGSP,5,37,2021,18,2289
8,EJ EVJS,4,37,2021,13,2293
48,EJC,4,37,2021,2,88
8,BJ BJSP,4,37,2021,16,2291
8,DNP DPS,4,37,2021,13,1617
4,SN WRAP,4,37,2021,4,1103
64,IMR,4,37,2021,140,1957
4,HN WRAP,4,37,2021,4,1103
48,FL,5,38,2021,1,44
40,FL,4,38,2021,1,44
40,FL,3,38,2021,1,44
40,FL,2,38,2021,1,44
40,FL,1,38,2021,1,44
64,NWPI,3,38,2021,7,584
48,EPED,4,38,2021,8,944
16,WTM WTTV,3,37,2021,1,287
68,CAG,4,40,2021,65,1164
300,CULI,4,40,2021,142,11743
16,WRG WRGSUP,4,38,2021,31,4582
64,PAC,3,37,2021,3,207
64,HE,3,37,2021,1,44
8,SAM THME,4,38,2021,16,2291
4,SWA WRAP,4,37,2021,4,1103
40,PBL,5,37,2021,51,1938
48,ELC,4,37,2021,79,3467
40,BOR,3,37,2021,31,1005
28,TCN,5,37,2021,72,4294
64,TCNL,5,37,2021,82,5851
72,TWN,3,37,2021,77,4345
64,FPP,3,38,2021,35,2611
96,SCG,4,37,2021,156,6166
40,TP,6,38,2021,49,2785
48,TP,5,38,2021,62,4339
48,TP,4,38,2021,58,2549
40,TP,3,38,2021,56,2489
40,TP,2,38,2021,49,2290
40,TP,1,38,2021,45,1976
48,TA,6,38,2021,44,2254
40,TA,5,38,2021,51,2096
40,TA,4,38,2021,66,3378
40,TA,3,38,2021,47,3146
56,TA,2,38,2021,57,4175
40,TA,1,38,2021,46,1905
72,KN,4,38,2021,65,3184
64,IG,4,38,2021,62,3420
72,CH,4,38,2021,83,4031
112,WGZ,4,38,2021,119,9787
40,BRN,3,37,2021,110,4904
28,HAT,4,37,2021,83,4626
48,YLG,4,37,2021,85,4320
48,EFG,4,37,2021,71,3520
32,ENI,3,37,2021,124,5030
40,THG,4,37,2021,111,6225
64,CTI,5,38,2021,108,8282
48,CRS,4,38,2021,130,5594
56,WGG,4,38,2021,62,3631
56,SNJ,3,38,2021,79,3866
56,GAZ,4,38,2021,77,3753
56,MG,5,38,2021,107,5494
48,EJ,4,38,2021,132,6897
32,BJ,4,38,2021,89,5726
44,SN,4,38,2021,125,7129
44,RA,3,38,2021,108,5800
52,TS,4,38,2021,139,7152
44,HN,4,38,2021,97,4731
44,BR,3,38,2021,130,7179
48,LA,4,38,2021,73,3630
112,HT,4,38,2021,238,16115
40,TIV,2,38,2021,58,4318
48,ROM,5,38,2021,81,4537
72,HAM,4,38,2021,97,5224
72,BAG,4,38,2021,101,6847
64,AAD,5,38,2021,97,6192
80,WTM,3,38,2021,93,8686
40,GUA,3,38,2021,62,4479
40,ALA,3,38,2021,54,2713
64,WGMG,4,38,2021,2,88
64,WGC,4,38,2021,2,88
64,WGMG,4,37,2021,2,88
64,WGC,4,37,2021,2,88
40,OHW,3,38,2021,1,44
40,OHD,3,38,2021,1,44
32,CFT,4,37,2021,60,2815
40,OHA,3,38,2021,1,44
40,OHW,3,37,2021,1,44
40,OHD,3,37,2021,1,44
40,OHA,3,37,2021,1,44
16,IOW PROP,5,36,2021,17,2683
116,PRNW,4,40,2021,91,5877
56,DNP,4,37,2021,82,3261
12,BEC BESUP,4,37,2021,17,3441
16,OHS PROP,3,36,2021,12,3445
56,SWF,5,38,2021,76,9326
48,TNA,0,37,2021,5,556
12,SDY,0,37,2021,1,296
48,ASH,3,37,2021,40,2092
40,IRT,2,37,2021,26,1302
40,CCH,3,37,2021,26,1152
48,LMW,3,37,2021,29,1497
40,AYA,2,37,2021,30,1709
80,TIME,4,37,2021,94,5565
56,CIN,3,37,2021,60,2872
48,BHW,4,37,2021,69,2745
72,GH,3,38,2021,77,5362
72,GL,3,38,2021,219,10464
72,WRG,4,38,2021,133,6922
40,SAM,4,38,2021,97,4100
72,SHS,4,38,2021,166,9432
56,MCG,4,38,2021,83,4321
64,BUT,4,38,2021,105,4503
32,LEJ,4,38,2021,107,5197
56,KNG,4,38,2021,90,5553
32,HMS,5,37,2021,50,2768
48,DFP,3,38,2021,61,4705
40,TNA,6,37,2021,7,1130
40,TNA,5,37,2021,7,1130
40,TNA,4,37,2021,9,1561
40,TNA,3,37,2021,8,1082
40,TNA,2,37,2021,7,1076
40,TNA,1,37,2021,7,1076
96,SHE,0,36,2021,9,1801
56,OLT,5,38,2021,48,2285
40,OLT,3,38,2021,50,2540
40,OLT,2,38,2021,47,2425
40,OLT,1,38,2021,51,2458
36,EW,6,38,2021,17,2083
36,GRT,6,37,2021,31,1548
28,GRT,5,37,2021,34,1689
32,GRT,4,37,2021,42,1617
28,GRT,3,37,2021,35,1277
32,GRT,2,37,2021,37,1668
32,GRT,1,37,2021,32,1304
40,CLP,3,37,2021,35,2488
40,HLA,4,37,2021,29,1997
40,DBR,2,37,2021,27,2050
40,GZN,3,37,2021,43,2398
40,ALA,3,37,2021,57,3181
40,NEWS,6,37,2021,43,2068
40,NEWS,5,37,2021,37,2388
48,NEWS,4,37,2021,45,3160
40,NEWS,3,37,2021,35,1706
40,NEWS,2,37,2021,35,2052
40,NEWS,1,37,2021,36,1998
64,TMAI,6,37,2021,46,3483
40,TMAI,5,37,2021,46,2371
48,TMAI,4,37,2021,53,4171
40,TMAI,3,37,2021,37,1757
40,TMAI,2,37,2021,31,1676
40,TMAI,1,37,2021,29,1657
56,BWM,2,37,2021,98,4316
56,NE,6,38,2021,58,3219
56,NE,5,38,2021,65,3767
56,NE,4,38,2021,74,3861
56,NE,3,38,2021,65,3106
48,NE,2,38,2021,45,1669
48,NE,1,38,2021,43,1598
64,DU,4,38,2021,66,4657
88,DS,5,38,2021,110,7359
56,BNE,6,38,2021,62,2766
40,BNE,5,38,2021,76,3847
40,BNE,4,38,2021,72,2643
40,BNE,3,38,2021,66,2443
40,BNE,2,38,2021,68,2258
40,BNE,1,38,2021,68,2356
48,OLT,4,38,2021,55,2674
56,LTE,6,38,2021,57,2622
40,LTE,5,38,2021,70,3014
40,LTE,4,38,2021,68,2563
40,LTE,3,38,2021,57,2233
40,LTE,2,38,2021,54,2103
40,LTE,1,38,2021,54,2118
32,BRA,6,38,2021,32,1690
48,BRA,5,38,2021,48,2600
40,BRA,4,38,2021,47,3790
40,BRA,3,38,2021,40,2211
48,BRA,2,38,2021,34,2300
48,BRA,1,38,2021,34,2245
64,CEG,5,37,2021,75,4270
40,CEG,4,37,2021,44,2964
32,CEG,3,37,2021,40,1880
32,CEG,2,37,2021,36,1713
32,CEG,1,37,2021,35,1234
64,BEC,5,37,2021,132,6855
52,BEC,4,37,2021,105,4818
40,BEC,3,37,2021,86,3157
40,BEC,2,37,2021,103,2995
40,BEC,1,37,2021,76,3367
64,RJO,3,38,2021,162,7643
48,TLE,5,38,2021,76,3571
40,TLE,4,38,2021,81,4973
40,TLE,3,38,2021,65,3050
40,TLE,2,38,2021,67,2865
40,TLE,1,38,2021,64,2427
40,WN,6,38,2021,50,2416
40,WN,5,38,2021,67,3340
40,WN,4,38,2021,66,4297
32,WN,3,38,2021,61,2359
32,WN,2,38,2021,42,2100
32,WN,1,38,2021,39,2090
64,WGH,4,38,2021,100,8583
72,WIT,5,38,2021,92,9180
40,WIG,3,38,2021,57,6002
40,OHS,3,38,2021,54,4134
32,BIA,4,38,2021,50,5068
48,OXM,6,38,2021,28,2117
40,OXM,5,38,2021,45,4693
32,OXM,4,38,2021,43,3641
32,OXM,3,38,2021,34,2662
32,OXM,2,38,2021,35,3082
32,OXM,1,38,2021,28,2113
64,SDE,6,38,2021,100,4191
40,SDE,5,38,2021,115,4389
48,SDE,4,38,2021,104,4937
48,SDE,3,38,2021,82,3767
40,SDE,2,38,2021,79,3448
40,SDE,1,38,2021,80,3949
32,SWW,4,37,2021,99,5108
80,SAJ,4,37,2021,117,7295
48,BRI,4,37,2021,94,6124
56,DOR,6,37,2021,104,3503
40,DOR,5,37,2021,106,3297
40,DOR,4,37,2021,108,4184
40,DOR,3,37,2021,106,3342
40,DOR,2,37,2021,93,2370
40,DOR,1,37,2021,107,3295
72,BDE,6,37,2021,188,5537
48,BDE,5,37,2021,190,4795
48,BDE,4,37,2021,180,5420
48,BDE,3,37,2021,134,3716
40,BDE,2,37,2021,117,3330
40,BDE,1,37,2021,121,3596
40,SWA,6,38,2021,45,3254
40,SWA,5,38,2021,59,4153
40,SWA,4,38,2021,59,4548
40,SWA,3,38,2021,54,4037
32,SWA,2,38,2021,43,2399
32,SWA,1,38,2021,45,2530
100,PMS,4,40,2021,56,4271
4,TSF WRAP,6,36,2021,4,497
76,TSF,6,36,2021,122,5040
8,ARG PROP,3,36,2021,1,288
16,HEX HCFS,4,37,2021,12,723
80,HEX,4,37,2021,85,6349
40,BEXE,3,36,2021,9,1064
96,MEND,4,36,2021,2,20
4,TS WRAP,4,36,2021,4,1103
80,HMA,6,36,2021,15,1626
40,BRDO,3,36,2021,2,71
40,SXMS,3,36,2021,4,458
40,SXWO,4,36,2021,2,89
36,BAEN,3,37,2021,36,4017
48,LAT,4,37,2021,3,47
40,BWTH,4,36,2021,10,1385
40,BWTM,4,36,2021,12,624
64,NWPI,3,37,2021,6,585
48,FL,5,37,2021,1,44
40,FL,4,37,2021,1,44
40,FL,3,37,2021,1,44
40,FL,2,37,2021,1,44
40,FL,1,37,2021,1,44
56,GY,4,36,2021,2,54
56,GT,4,36,2021,2,54
72,IOW,5,37,2021,228,5355
40,BWT,4,36,2021,73,3405
48,CFG,4,36,2021,75,5020
72,IMR,4,36,2021,121,2265
56,BOSC,0,35,2021,16,1977
4,SN WRAP,4,36,2021,4,1103
8,EJ EVJS,4,36,2021,16,2290
48,EJC,4,36,2021,2,88
40,WSW,4,38,2021,18,1480
40,RSW,4,38,2021,11,1198
4,BJ WRAP,4,36,2021,4,1103
40,ESW,4,38,2021,24,1418
40,SWL,4,38,2021,105,5550
40,WSW,4,37,2021,34,1565
40,RSW,4,37,2021,25,1500
40,ESW,4,37,2021,27,612
40,SWL,4,37,2021,106,4917
48,WSW,4,36,2021,19,1065
48,RSW,4,36,2021,14,561
48,ESW,4,36,2021,20,887
48,SWL,4,36,2021,107,5565
48,LAT,4,36,2021,3,47
148,DL,4,40,2021,90,6106
8,WRG WRGSUP,4,36,2021,12,2293
4,GRT WRAP,4,36,2021,4,1103
16,WTM WTTV,3,36,2021,1,287
56,MCGW,4,37,2021,1,143
148,YL,4,40,2021,56,5258
8,GUA SWGS,3,36,2021,8,2152
64,PAC,3,36,2021,3,207
64,HE,3,36,2021,2,108
8,TIV TIVYSUPP,2,36,2021,8,2152
40,PBL,5,36,2021,49,1665
48,ELC,4,36,2021,78,3125
40,BOR,3,36,2021,34,1405
64,FPP,3,37,2021,35,2616
96,SCG,4,36,2021,129,6275
40,TP,6,37,2021,48,2620
48,TP,5,37,2021,56,2714
48,TP,4,37,2021,54,2194
40,TP,3,37,2021,54,2060
40,TP,2,37,2021,52,2108
40,TP,1,37,2021,46,1957
48,TA,6,37,2021,40,2272
40,TA,5,37,2021,52,2182
40,TA,4,37,2021,55,2732
40,TA,3,37,2021,49,2420
40,TA,2,37,2021,48,2506
40,TA,1,37,2021,47,1979
72,KN,4,37,2021,70,2909
64,IG,4,37,2021,64,2938
72,CH,4,37,2021,80,4623
104,WGZ,4,37,2021,122,9269
32,THG,4,36,2021,111,4542
64,CTI,5,37,2021,101,8964
56,WGG,4,37,2021,60,2940
56,SNJ,3,37,2021,73,3234
56,GAZ,4,37,2021,58,2708
56,MG,5,37,2021,97,5632
48,EJ,4,37,2021,101,5834
32,BJ,4,37,2021,80,5434
44,SN,4,37,2021,120,6094
40,RA,3,37,2021,97,5942
48,TS,4,37,2021,125,6859
44,HN,4,37,2021,92,3993
40,BR,3,37,2021,110,6180
48,LA,4,37,2021,71,3968
112,HT,4,37,2021,236,13296
40,TIV,2,37,2021,45,3743
48,ROM,5,37,2021,75,4215
80,HAM,4,37,2021,102,6593
72,BAG,4,37,2021,102,6477
64,AAD,5,37,2021,86,5164
80,WTM,3,37,2021,90,7052
40,GUA,3,37,2021,56,4158
48,EPED,4,37,2021,9,978
48,CRS,4,37,2021,123,5729
56,DNP,4,36,2021,88,3476
100,LI,4,40,2021,56,3873
32,CFT,4,36,2021,69,3000
20,IOW PROP,5,35,2021,20,3368
16,OHS PROP,3,35,2021,16,4595
48,LMW,3,36,2021,30,1423
56,CIN,3,36,2021,57,3115
48,BHW,4,36,2021,66,3339
72,GH,3,37,2021,89,5420
72,WRG,4,37,2021,121,5891
40,SAM,4,37,2021,102,3362
56,MCG,4,37,2021,84,4860
64,BUT,4,37,2021,99,4104
32,LEJ,4,37,2021,117,5386
48,KNG,4,37,2021,78,4032
44,SLO,5,37,2021,52,3467
40,BKN,3,37,2021,56,3756
48,DFP,3,37,2021,66,4639
8,ARG PROP,3,35,2021,2,574
56,WCS,3,37,2021,69,4184
172,DGLI,4,40,2021,78,6240
56,ECS,5,36,2021,63,3850
72,1EES,5,36,2021,2,574
48,1EES,4,36,2021,2,574
72,TIME,4,36,2021,74,4021
48,ASH,3,36,2021,41,1888
40,AYA,2,36,2021,27,1148
40,OHW,3,36,2021,1,44
40,OHD,3,36,2021,1,44
40,OHA,3,36,2021,1,44
40,CCH,3,36,2021,31,1351
40,IRT,2,36,2021,26,1665
48,TNA,0,36,2021,5,700
40,TNA,6,36,2021,5,700
40,TNA,5,36,2021,7,1274
40,TNA,4,36,2021,7,1274
40,TNA,3,36,2021,8,858
40,TNA,2,36,2021,8,1338
40,TNA,1,36,2021,9,1625
28,HER,6,37,2021,35,2601
26,HER,5,37,2021,34,2716
28,HER,4,37,2021,26,2648
30,HER,3,37,2021,29,3066
26,HER,2,37,2021,29,1890
24,HER,1,37,2021,28,2020
48,ETI,6,37,2021,20,1752
96,SHE,0,35,2021,11,2279
56,ETI,5,37,2021,48,3012
48,ETI,4,37,2021,24,1843
48,ETI,3,37,2021,26,1778
48,ETI,2,37,2021,23,2137
48,ETI,1,37,2021,26,1559
28,HER,6,36,2021,21,1784
26,HER,5,36,2021,36,1894
26,HER,4,36,2021,24,1507
26,HER,3,36,2021,27,1522
28,HER,2,36,2021,27,3420
24,HER,1,36,2021,25,1786
56,ETI,6,36,2021,20,1143
56,ETI,5,36,2021,49,2375
48,ETI,4,36,2021,25,1218
48,ETI,3,36,2021,26,1118
48,ETI,2,36,2021,30,2102
48,ETI,1,36,2021,34,1755
64,WGMG,4,36,2021,1,44
64,WGC,4,36,2021,1,44
24,BRA STVS,6,37,2021,2,351
24,BRA STVS,6,36,2021,4,413
4,SHS WRAP,4,35,2021,4,1103
4,NF WRAP,5,36,2021,6,785
52,NF,5,36,2021,78,4519
56,OLT,5,37,2021,47,2660
40,OLT,3,37,2021,46,2507
40,OLT,2,37,2021,43,2415
40,OLT,1,37,2021,43,2024
36,EW,6,37,2021,17,2083
36,GRT,6,36,2021,33,1233
28,GRT,5,36,2021,33,1018
32,GRT,4,36,2021,33,1103
28,GRT,3,36,2021,31,1055
32,GRT,2,36,2021,36,1654
32,GRT,1,36,2021,34,1188
40,CLP,3,36,2021,34,2091
40,HLA,4,36,2021,32,2226
40,DBR,2,36,2021,22,1804
40,GZN,3,36,2021,36,2326
40,ALA,3,36,2021,57,2957
40,NEWS,6,36,2021,41,2844
40,NEWS,5,36,2021,34,1905
40,NEWS,4,36,2021,35,1631
40,NEWS,3,36,2021,35,1938
40,NEWS,2,36,2021,37,2078
40,NEWS,1,36,2021,34,1997
64,TMAI,6,36,2021,43,3564
40,TMAI,5,36,2021,39,1867
40,TMAI,4,36,2021,34,2109
40,TMAI,3,36,2021,38,2075
40,TMAI,2,36,2021,31,2148
40,TMAI,1,36,2021,30,1882
56,BWM,2,36,2021,82,3876
64,NE,6,37,2021,56,3311
56,NE,5,37,2021,67,3810
56,NE,4,37,2021,64,3455
56,NE,3,37,2021,52,3118
48,NE,2,37,2021,49,2031
48,NE,1,37,2021,45,1402
64,DU,4,37,2021,67,4214
88,DS,5,37,2021,113,6974
56,BNE,6,37,2021,62,2738
40,BNE,5,37,2021,79,3837
40,BNE,4,37,2021,74,2612
40,BNE,3,37,2021,61,2256
40,BNE,2,37,2021,62,2311
40,BNE,1,37,2021,61,2293
48,OLT,4,37,2021,52,2789
56,LTE,6,37,2021,56,2478
40,LTE,5,37,2021,69,3063
40,LTE,4,37,2021,58,2370
40,LTE,3,37,2021,51,1960
40,LTE,2,37,2021,53,2082
40,LTE,1,37,2021,49,1977
32,BRA,6,37,2021,27,1588
48,BRA,5,37,2021,42,2558
40,BRA,4,37,2021,46,3719
40,BRA,3,37,2021,41,2220
48,BRA,2,37,2021,30,2139
48,BRA,1,37,2021,30,1908
56,CEG,5,36,2021,51,2316
40,CEG,4,36,2021,35,2337
32,CEG,3,36,2021,38,1808
32,CEG,2,36,2021,31,1682
32,CEG,1,36,2021,34,1581
72,BEC,5,36,2021,142,7986
48,BEC,4,36,2021,101,4488
40,BEC,3,36,2021,92,3298
40,BEC,2,36,2021,95,3012
40,BEC,1,36,2021,86,3269
64,RJO,3,37,2021,161,7926
48,TLE,5,37,2021,82,3890
40,TLE,4,37,2021,83,4846
40,TLE,3,37,2021,67,3076
40,TLE,2,37,2021,62,2752
40,TLE,1,37,2021,67,2452
40,WN,6,37,2021,46,2049
40,WN,5,37,2021,62,2476
40,WN,4,37,2021,54,3720
32,WN,3,37,2021,51,2380
32,WN,2,37,2021,34,1843
32,WN,1,37,2021,37,2175
64,WGH,4,37,2021,103,8054
64,WIT,5,37,2021,93,8037
40,WIG,3,37,2021,62,6223
40,OHS,3,37,2021,53,4230
32,BIA,4,37,2021,47,4991
48,OXM,6,37,2021,30,2343
40,OXM,5,37,2021,39,3874
32,OXM,4,37,2021,43,3220
32,OXM,3,37,2021,27,2160
32,OXM,2,37,2021,27,2204
32,OXM,1,37,2021,21,1667
64,SDE,6,37,2021,91,4246
40,SDE,5,37,2021,95,3943
48,SDE,4,37,2021,97,5004
48,SDE,3,37,2021,76,3666
40,SDE,2,37,2021,78,3556
40,SDE,1,37,2021,73,3826
24,SWW,4,36,2021,92,4154
72,SAJ,4,36,2021,118,7046
48,BRI,4,36,2021,108,7033
56,DOR,6,36,2021,104,3800
40,DOR,5,36,2021,101,3025
40,DOR,4,36,2021,125,3848
40,DOR,3,36,2021,83,2792
40,DOR,2,36,2021,78,2912
40,DOR,1,36,2021,76,3024
72,BDE,6,36,2021,133,4710
48,BDE,5,36,2021,160,4901
48,BDE,4,36,2021,136,4900
48,BDE,3,36,2021,124,3276
48,BDE,2,36,2021,147,4755
40,BDE,1,36,2021,142,3559
32,SWA,6,37,2021,45,3260
40,SWA,5,37,2021,60,4231
44,SWA,4,37,2021,78,6170
40,SWA,3,37,2021,53,3417
32,SWA,2,37,2021,51,2771
32,SWA,1,37,2021,42,1951
4,TSF WRAP,6,35,2021,4,499
60,TSF,6,35,2021,87,3151
84,FJO,3,36,2021,48,2524
44,ISG,4,40,2021,23,1532
120,TCNL,5,40,2021,115,13790
56,TCNL,5,36,2021,72,5232
28,TCN,5,36,2021,79,4773
80,HEX,4,36,2021,71,4429
40,SXWO,4,35,2021,3,152
40,SXMS,3,35,2021,3,395
96,MEND,4,35,2021,3,64
12,GRT GTSP,5,35,2021,16,1381
56,ECS,5,35,2021,65,3994
68,SMC,6,35,2021,20,1557
80,HMA,6,35,2021,22,2127
40,BWTH,4,35,2021,17,1228
40,BWTM,4,35,2021,20,1174
64,IMR,4,35,2021,158,2642
72,IOW,5,36,2021,197,4923
40,BWT,4,35,2021,90,3857
48,CFG,4,35,2021,89,5253
8,HLA HASP,4,35,2021,9,724
48,WSW,4,35,2021,29,1906
48,RSW,4,35,2021,27,1830
48,ESW,4,35,2021,29,1573
48,SWL,4,35,2021,109,5108
8,GZN GBSP,3,35,2021,6,546
4,HN WRAP,4,35,2021,4,1103
4,RA WRAP,3,35,2021,4,1103
4,BRDO WRAP,3,35,2021,4,1103
4,BR WRAP,3,35,2021,4,1103
44,BRDO,3,35,2021,2,71
8,TIV TIVYSUPP,2,35,2021,13,2292
56,GY,4,35,2021,2,54
56,GT,4,35,2021,2,54
4,EJC WRAP,4,35,2021,4,1103
4,EJ WRAP,4,35,2021,4,1103
212,DSC,2,36,2021,134,11843
52,EJC,4,35,2021,2,88
64,CUFA,5,39,2021,46,8354
64,PAC,3,35,2021,4,370
64,HE,3,35,2021,8,684
16,WTM WTMSUPP1,3,35,2021,10,1118
16,WTM WTTV,3,35,2021,1,287
8,WRG WRGSUP,4,35,2021,8,1115
16,IOW PROP,5,34,2021,13,2455
40,PBL,5,35,2021,50,1471
48,ELC,4,35,2021,90,3597
80,HEX,4,35,2021,103,6779
28,TCN,5,35,2021,85,3768
56,TCNL,5,35,2021,68,4298
64,FPP,3,36,2021,35,2440
96,SCG,4,35,2021,144,6671
40,TP,6,36,2021,48,2159
48,TP,5,36,2021,59,3066
48,TP,4,36,2021,41,2452
40,TP,3,36,2021,46,1816
40,TP,2,36,2021,42,2090
40,TP,1,36,2021,38,1809
48,TA,6,36,2021,43,2277
40,TA,5,36,2021,53,2162
40,TA,4,36,2021,66,2730
40,TA,3,36,2021,52,2461
40,TA,2,36,2021,39,1651
40,TA,1,36,2021,36,1596
72,KN,4,36,2021,65,2967
64,IG,4,36,2021,61,3302
72,CH,4,36,2021,71,3928
104,WGZ,4,36,2021,107,9130
32,THG,4,35,2021,108,4340
56,WGG,4,36,2021,66,3245
56,SNJ,3,36,2021,68,3520
56,GAZ,4,36,2021,68,3333
56,MG,5,36,2021,92,4531
48,EJ,4,36,2021,107,6280
36,BJ,4,36,2021,78,6063
44,SN,4,36,2021,108,5004
40,RA,3,36,2021,89,4537
52,TS,4,36,2021,117,6064
40,HN,4,36,2021,85,3885
40,BR,3,36,2021,101,5099
48,LA,4,36,2021,87,3840
104,HT,4,36,2021,215,12179
48,ROM,5,36,2021,74,4423
72,HAM,4,36,2021,93,5781
72,BAG,4,36,2021,88,6130
64,AAD,5,36,2021,86,5638
40,GUA,3,36,2021,57,4482
40,TIV,2,36,2021,52,5146
88,WTM,3,36,2021,86,8885
40,BOR,3,35,2021,38,1576
40,PPE,3,38,2021,14,963
40,PMT,3,38,2021,36,3066
40,PPE,3,37,2021,15,1140
40,PMT,3,37,2021,34,2773
64,SHS,4,37,2021,184,11194
64,GL,3,37,2021,210,9602
40,PEN,4,38,2021,37,2734
40,BAR,4,38,2021,38,2812
8,ARG AGS1,5,38,2021,7,1354
40,PEN,4,37,2021,41,2829
40,BAR,4,37,2021,41,2682
92,INCU,4,40,2021,24,2549
32,CFT,4,35,2021,66,2551
56,DNP,4,35,2021,101,3813
16,OHS PROP,3,34,2021,16,4593
56,CIN,3,35,2021,62,2809
48,BHW,4,35,2021,76,3492
72,GH,3,36,2021,75,5695
72,WRG,4,36,2021,111,6763
40,SAM,4,36,2021,94,3849
56,MCG,4,36,2021,85,5319
64,BUT,4,36,2021,94,4123
48,KNG,4,36,2021,70,3768
40,BKN,3,36,2021,51,3268
8,ARG PROP,3,34,2021,1,288
48,LMW,3,35,2021,54,2466
40,CCH,3,35,2021,52,2106
